Event,TimeSinceStart,Days,Hours,Minutes,AvgPlantGrowth,SectionNumber,PlantType,NoOfSprinklers,NoOfHeaters,TempSensors,SoilSensors,HumiditySensor,WaterLevel,WaterNeed,SprinklerStatus,CurrentTempera,HeaterStatus,FertilizerLevel,LowDayLight,LowLightSeverity,PestAttack,PestSeverity,Power Failure,PowerOffTimeRemaining,Rain,RainTimeRemaining,WaterCutOff,WaterCutOffTimeRemaining
Plant Growth slows due to Low Fertilizer,11160,7,18,0,14.81,2,Corn,10,5,true,true,true,87.67,29.62,Off,81.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11220,7,19,0,14.87,2,Corn,10,5,true,true,true,58.45,29.74,Off,78.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,11280,7,20,0,14.93,2,Corn,10,5,true,true,true,29.13,29.85,On,78.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11280,7,20,0,14.93,2,Corn,10,5,true,true,true,29.13,29.85,On,71.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,11295,7,20,15,14.99,2,Corn,10,5,true,true,true,146.66,29.97,Off,71.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11340,7,21,0,14.99,2,Corn,10,5,true,true,true,124.18,29.97,Off,66.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11400,7,22,0,15.04,2,Corn,10,5,true,true,true,94.12,30.09,Off,62.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11460,7,23,0,15.10,2,Corn,10,5,true,true,true,63.95,30.21,Off,56.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11520,8,0,0,15.16,2,Corn,10,5,true,true,true,33.65,30.32,Off,49.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,11520,8,0,0,15.22,2,Corn,10,5,true,true,true,33.65,30.44,Off,49.72,Off,-490.65,false,0.0,false,0.0,false,0,false,0,false,0,
Low Day Light Event,11520,8,0,0,15.22,2,Corn,10,5,true,true,true,33.65,30.44,Off,49.72,Off,-764.63,true,73.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,11535,8,0,15,15.22,2,Corn,10,5,true,true,true,26.07,30.44,On,49.72,Off,-764.63,true,73.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,11550,8,0,30,15.22,2,Corn,10,5,true,true,true,143.46,30.44,Off,49.72,Off,-764.63,true,73.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11580,8,1,0,15.22,2,Corn,10,5,true,true,true,128.24,30.44,Off,44.72,Off,-764.63,true,72.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11580,8,1,0,15.22,2,Corn,10,5,true,true,true,128.24,30.44,Off,44.72,Off,-764.63,true,72.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11640,8,2,0,15.27,2,Corn,10,5,true,true,true,97.73,30.54,Off,40.72,Off,-764.63,true,71.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11640,8,2,0,15.27,2,Corn,10,5,true,true,true,97.73,30.54,Off,40.72,Off,-764.63,true,71.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,11700,8,3,0,15.32,2,Corn,10,5,true,true,true,67.11,30.64,Off,34.72,On,-764.63,true,71.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11700,8,3,0,15.32,2,Corn,10,5,true,true,true,67.11,30.64,Off,34.72,On,-764.63,true,70.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11700,8,3,0,15.32,2,Corn,10,5,true,true,true,67.11,30.64,Off,34.72,On,-764.63,true,70.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11760,8,4,0,15.37,2,Corn,10,5,true,true,true,36.41,30.73,Off,33.52,On,-764.63,true,69.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11760,8,4,0,15.37,2,Corn,10,5,true,true,true,36.41,30.73,Off,33.52,On,-764.63,true,69.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,11775,8,4,15,15.42,2,Corn,10,5,true,true,true,28.72,30.83,On,34.72,On,-764.63,true,69.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,11790,8,4,30,15.42,2,Corn,10,5,true,true,true,146.01,30.83,Off,35.92,On,-764.63,true,69.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11820,8,5,0,15.42,2,Corn,10,5,true,true,true,130.60,30.83,Off,31.32,On,-764.63,true,68.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11820,8,5,0,15.42,2,Corn,10,5,true,true,true,130.60,30.83,Off,31.32,On,-764.63,true,68.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11880,8,6,0,15.46,2,Corn,10,5,true,true,true,99.70,30.93,Off,31.12,On,-764.63,true,67.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11880,8,6,0,15.46,2,Corn,10,5,true,true,true,99.70,30.93,Off,31.12,On,-764.63,true,67.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,11940,8,7,0,15.51,2,Corn,10,5,true,true,true,69.21,31.03,Off,37.84,On,-764.63,true,66.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,11940,8,7,0,15.51,2,Corn,10,5,true,true,true,69.21,31.03,Off,37.84,On,-764.63,true,66.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12000,8,8,0,15.56,2,Corn,10,5,true,true,true,38.11,31.12,Off,43.64,On,-764.63,true,65.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12000,8,8,0,15.56,2,Corn,10,5,true,true,true,38.11,31.12,Off,43.64,On,-764.63,true,65.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,12015,8,8,15,15.61,2,Corn,10,5,true,true,true,30.33,31.22,On,44.84,On,-764.63,true,65.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,12030,8,8,30,15.61,2,Corn,10,5,true,true,true,139.71,31.22,Off,45.96,On,-764.63,true,65.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12060,8,9,0,15.61,2,Corn,10,5,true,true,true,124.10,31.22,Off,51.36,On,-764.63,true,64.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12060,8,9,0,15.61,2,Corn,10,5,true,true,true,124.10,31.22,Off,51.36,On,-764.63,true,64.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12120,8,10,0,15.66,2,Corn,10,5,true,true,true,93.32,31.32,Off,61.08,On,-764.63,true,63.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12120,8,10,0,15.66,2,Corn,10,5,true,true,true,93.32,31.32,Off,61.08,On,-764.63,true,63.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12180,8,11,0,15.71,2,Corn,10,5,true,true,true,62.45,31.42,Off,68.80,On,-764.63,true,62.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12180,8,11,0,15.71,2,Corn,10,5,true,true,true,62.45,31.42,Off,68.80,On,-764.63,true,62.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,12240,8,12,0,15.76,2,Corn,10,5,true,true,true,30.95,31.52,On,73.60,On,-764.63,true,62.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,12240,8,12,0,15.76,2,Corn,10,5,true,true,true,30.95,31.52,On,78.60,Off,-764.63,true,62.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12240,8,12,0,15.76,2,Corn,10,5,true,true,true,30.95,31.52,On,78.60,Off,-764.63,true,61.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12240,8,12,0,15.76,2,Corn,10,5,true,true,true,30.95,31.52,On,78.60,Off,-764.63,true,61.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,12255,8,12,15,15.81,2,Corn,10,5,true,true,true,140.27,31.62,Off,78.60,Off,-764.63,true,61.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12300,8,13,0,15.81,2,Corn,10,5,true,true,true,116.55,31.62,Off,79.60,Off,-764.63,true,60.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12300,8,13,0,15.81,2,Corn,10,5,true,true,true,116.55,31.62,Off,79.60,Off,-764.63,true,60.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12360,8,14,0,15.86,2,Corn,10,5,true,true,true,84.86,31.72,Off,84.60,Off,-764.63,true,59.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12360,8,14,0,15.86,2,Corn,10,5,true,true,true,84.86,31.72,Off,84.60,Off,-764.63,true,59.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12420,8,15,0,15.91,2,Corn,10,5,true,true,true,53.59,31.82,Off,85.60,Off,-764.63,true,58.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12420,8,15,0,15.91,2,Corn,10,5,true,true,true,53.59,31.82,Off,85.60,Off,-764.63,true,58.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,12465,8,15,45,15.96,2,Corn,10,5,true,true,true,29.68,31.92,On,85.60,Off,-764.63,true,58.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,12480,8,16,0,15.96,2,Corn,10,5,true,true,true,146.70,31.92,Off,85.60,Off,-764.63,true,58.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12480,8,16,0,15.96,2,Corn,10,5,true,true,true,146.70,31.92,Off,86.60,Off,-764.63,true,57.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12480,8,16,0,15.96,2,Corn,10,5,true,true,true,146.70,31.92,Off,86.60,Off,-764.63,true,57.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12540,8,17,0,16.01,2,Corn,10,5,true,true,true,114.70,32.02,Off,91.60,Off,-764.63,true,56.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12540,8,17,0,16.01,2,Corn,10,5,true,true,true,114.70,32.02,Off,91.60,Off,-764.63,true,56.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12600,8,18,0,16.06,2,Corn,10,5,true,true,true,83.68,32.12,Off,88.60,Off,-764.63,true,55.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12600,8,18,0,16.06,2,Corn,10,5,true,true,true,83.68,32.12,Off,88.60,Off,-764.63,true,55.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12660,8,19,0,16.11,2,Corn,10,5,true,true,true,51.48,32.22,Off,80.60,Off,-764.63,true,54.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12660,8,19,0,16.11,2,Corn,10,5,true,true,true,51.48,32.22,Off,80.60,Off,-764.63,true,54.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,12705,8,19,45,16.16,2,Corn,10,5,true,true,true,27.26,32.32,On,80.60,Off,-764.63,true,54.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,12720,8,20,0,16.16,2,Corn,10,5,true,true,true,144.18,32.32,Off,80.60,Off,-764.63,true,54.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12720,8,20,0,16.16,2,Corn,10,5,true,true,true,144.18,32.32,Off,73.60,Off,-764.63,true,53.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12720,8,20,0,16.16,2,Corn,10,5,true,true,true,144.18,32.32,Off,73.60,Off,-764.63,true,53.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12780,8,21,0,16.21,2,Corn,10,5,true,true,true,111.78,32.42,Off,66.60,Off,-764.63,true,52.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12780,8,21,0,16.21,2,Corn,10,5,true,true,true,111.78,32.42,Off,66.60,Off,-764.63,true,52.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12840,8,22,0,16.26,2,Corn,10,5,true,true,true,79.28,32.53,Off,58.60,Off,-764.63,true,51.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12840,8,22,0,16.26,2,Corn,10,5,true,true,true,79.28,32.53,Off,58.60,Off,-764.63,true,51.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12900,8,23,0,16.31,2,Corn,10,5,true,true,true,47.22,32.63,Off,53.60,Off,-764.63,true,50.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12900,8,23,0,16.31,2,Corn,10,5,true,true,true,47.22,32.63,Off,53.60,Off,-764.63,true,50.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,12930,8,23,30,16.37,2,Corn,10,5,true,true,true,30.88,32.73,On,53.60,Off,-764.63,true,50.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,12945,8,23,45,16.37,2,Corn,10,5,true,true,true,147.70,32.73,Off,53.60,Off,-764.63,true,50.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,12960,9,0,0,16.37,2,Corn,10,5,true,true,true,139.52,32.73,Off,47.60,Off,-764.63,true,49.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Fertilizer,12960,9,0,0,16.37,2,Corn,10,5,true,true,true,139.52,32.73,Off,47.60,Off,-764.63,true,49.0,false,0.0,false,0,false,0,false,0,
New Day,12960,9,0,0,16.42,2,Corn,10,5,true,true,true,139.52,32.83,Off,47.60,Off,-764.63,true,49.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,12960,9,0,0,16.42,2,Corn,10,5,true,true,true,139.52,32.83,Off,47.60,Off,-1060.13,true,49.0,false,0.0,false,0,false,0,false,0,
Fertilizers Balanced,12960,9,0,0,16.42,2,Corn,10,5,true,true,true,139.52,32.83,Off,47.60,Off,800.32,true,49.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13020,9,1,0,16.42,2,Corn,10,5,true,true,true,106.71,32.83,Off,44.60,Off,800.32,true,48.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,13080,9,2,0,16.49,2,Corn,10,5,true,true,true,74.32,32.97,Off,36.60,On,800.32,true,48.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13080,9,2,0,16.49,2,Corn,10,5,true,true,true,74.32,32.97,Off,36.60,On,800.32,true,47.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13140,9,3,0,16.56,2,Corn,10,5,true,true,true,41.79,33.11,Off,33.32,On,800.32,true,46.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,13170,9,3,30,16.63,2,Corn,10,5,true,true,true,25.20,33.25,On,35.72,On,800.32,true,46.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,13185,9,3,45,16.63,2,Corn,10,5,true,true,true,141.89,33.25,Off,36.92,On,800.32,true,46.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13200,9,4,0,16.63,2,Corn,10,5,true,true,true,133.58,33.25,Off,33.12,On,800.32,true,45.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13260,9,5,0,16.70,2,Corn,10,5,true,true,true,100.22,33.39,Off,33.92,On,800.32,true,44.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13320,9,6,0,16.77,2,Corn,10,5,true,true,true,66.73,33.53,Off,34.72,On,800.32,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,13380,9,7,0,16.84,2,Corn,10,5,true,true,true,33.65,33.67,On,39.44,On,800.32,true,43.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13380,9,7,0,16.84,2,Corn,10,5,true,true,true,33.65,33.67,On,40.44,On,800.32,true,42.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,13395,9,7,15,16.91,2,Corn,10,5,true,true,true,150.24,33.81,Off,41.64,On,800.32,true,42.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13440,9,8,0,16.91,2,Corn,10,5,true,true,true,124.88,33.81,Off,49.24,On,800.32,true,41.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13500,9,9,0,16.98,2,Corn,10,5,true,true,true,90.96,33.95,Off,59.04,On,800.32,true,40.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13560,9,10,0,17.05,2,Corn,10,5,true,true,true,56.90,34.10,Off,65.84,On,800.32,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,13605,9,10,45,17.12,2,Corn,10,5,true,true,true,31.82,34.24,On,69.36,On,800.32,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,13620,9,11,0,17.12,2,Corn,10,5,true,true,true,148.26,34.24,Off,70.56,On,800.32,true,39.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,13620,9,11,0,17.12,2,Corn,10,5,true,true,true,148.26,34.24,Off,72.56,Off,800.32,true,39.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13620,9,11,0,17.12,2,Corn,10,5,true,true,true,148.26,34.24,Off,72.56,Off,800.32,true,38.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13680,9,12,0,17.19,2,Corn,10,5,true,true,true,114.49,34.38,Off,74.56,Off,800.32,true,37.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13740,9,13,0,17.26,2,Corn,10,5,true,true,true,80.00,34.53,Off,75.56,Off,800.32,true,36.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13800,9,14,0,17.34,2,Corn,10,5,true,true,true,46.51,34.67,Off,79.56,Off,800.32,true,35.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,13830,9,14,30,17.41,2,Corn,10,5,true,true,true,29.14,34.82,On,79.56,Off,800.32,true,35.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,13845,9,14,45,17.41,2,Corn,10,5,true,true,true,145.44,34.82,Off,79.56,Off,800.32,true,35.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13860,9,15,0,17.41,2,Corn,10,5,true,true,true,136.73,34.82,Off,82.56,Off,800.32,true,34.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13920,9,16,0,17.48,2,Corn,10,5,true,true,true,101.81,34.96,Off,84.56,Off,800.32,true,33.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,13980,9,17,0,17.55,2,Corn,10,5,true,true,true,66.74,35.11,Off,86.56,Off,800.32,true,32.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,14040,9,18,0,17.63,2,Corn,10,5,true,true,true,31.52,35.25,On,86.56,Off,800.32,true,32.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14040,9,18,0,17.63,2,Corn,10,5,true,true,true,31.52,35.25,On,79.56,Off,800.32,true,31.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,14055,9,18,15,17.70,2,Corn,10,5,true,true,true,147.71,35.40,Off,79.56,Off,800.32,true,31.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14100,9,19,0,17.70,2,Corn,10,5,true,true,true,121.15,35.40,Off,73.56,Off,800.32,true,30.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14160,9,20,0,17.77,2,Corn,10,5,true,true,true,85.64,35.55,Off,70.56,Off,800.32,true,29.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14220,9,21,0,17.85,2,Corn,10,5,true,true,true,50.58,35.70,Off,63.56,Off,800.32,true,28.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,14250,9,21,30,17.92,2,Corn,10,5,true,true,true,32.69,35.85,On,63.56,Off,800.32,true,28.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,14265,9,21,45,17.92,2,Corn,10,5,true,true,true,140.99,35.85,Off,63.56,Off,800.32,true,28.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14280,9,22,0,17.92,2,Corn,10,5,true,true,true,132.03,35.85,Off,58.56,Off,800.32,true,27.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14340,9,23,0,18.00,2,Corn,10,5,true,true,true,96.07,36.00,Off,53.56,Off,800.32,true,26.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14400,10,0,0,18.07,2,Corn,10,5,true,true,true,59.97,36.14,Off,47.56,Off,800.32,true,25.0,false,0.0,false,0,false,0,false,0,
New Day,14400,10,0,0,18.15,2,Corn,10,5,true,true,true,59.97,36.30,Off,47.56,Off,800.32,true,25.0,false,0.0,false,0,false,0,false,0,
Pest Attacks,14400,10,0,0,18.15,2,Corn,10,5,true,true,true,59.97,36.30,Off,47.56,Off,473.66,true,25.0,true,23.0,false,0,false,0,false,0,
Sprinklers turned ON,14445,10,0,45,18.15,2,Corn,10,5,true,true,true,32.78,36.30,On,47.56,Off,473.66,true,25.0,true,23.0,false,0,false,0,false,0,
Sprinklers turned OFF,14460,10,1,0,18.15,2,Corn,10,5,true,true,true,148.71,36.30,Off,47.56,Off,473.66,true,25.0,true,23.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14460,10,1,0,18.15,2,Corn,10,5,true,true,true,148.71,36.30,Off,40.56,Off,473.66,true,24.0,true,23.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14460,10,1,0,18.15,2,Corn,10,5,true,true,true,148.71,36.30,Off,40.56,Off,473.66,true,24.0,true,22.0,false,0,false,0,false,0,
Heaters turned ON,14520,10,2,0,18.22,2,Corn,10,5,true,true,true,112.92,36.43,Off,32.56,On,473.66,true,24.0,true,22.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14520,10,2,0,18.22,2,Corn,10,5,true,true,true,112.92,36.43,Off,32.56,On,473.66,true,23.0,true,22.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14520,10,2,0,18.22,2,Corn,10,5,true,true,true,112.92,36.43,Off,32.56,On,473.66,true,23.0,true,21.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14580,10,3,0,18.29,2,Corn,10,5,true,true,true,76.38,36.57,Off,30.36,On,473.66,true,22.0,true,21.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14580,10,3,0,18.29,2,Corn,10,5,true,true,true,76.38,36.57,Off,30.36,On,473.66,true,22.0,true,20.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14640,10,4,0,18.36,2,Corn,10,5,true,true,true,39.70,36.71,Off,31.16,On,473.66,true,21.0,true,20.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14640,10,4,0,18.36,2,Corn,10,5,true,true,true,39.70,36.71,Off,31.16,On,473.66,true,21.0,true,19.0,false,0,false,0,false,0,
Sprinklers turned ON,14655,10,4,15,18.43,2,Corn,10,5,true,true,true,30.52,36.86,On,32.36,On,473.66,true,21.0,true,19.0,false,0,false,0,false,0,
Sprinklers turned OFF,14670,10,4,30,18.43,2,Corn,10,5,true,true,true,146.31,36.86,Off,33.56,On,473.66,true,21.0,true,19.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14700,10,5,0,18.43,2,Corn,10,5,true,true,true,127.88,36.86,Off,30.96,On,473.66,true,20.0,true,19.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14700,10,5,0,18.43,2,Corn,10,5,true,true,true,127.88,36.86,Off,30.96,On,473.66,true,20.0,true,18.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14760,10,6,0,18.50,2,Corn,10,5,true,true,true,90.91,37.00,Off,31.76,On,473.66,true,19.0,true,18.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14760,10,6,0,18.50,2,Corn,10,5,true,true,true,90.91,37.00,Off,31.76,On,473.66,true,19.0,true,17.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,14820,10,7,0,18.57,2,Corn,10,5,true,true,true,54.42,37.14,Off,37.48,On,473.66,true,18.0,true,17.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,14820,10,7,0,18.57,2,Corn,10,5,true,true,true,54.42,37.14,Off,37.48,On,473.66,true,18.0,true,16.0,false,0,false,0,false,0,
Sprinklers turned ON,14850,10,7,30,18.64,2,Corn,10,5,true,true,true,35.82,37.29,On,39.88,On,473.66,true,18.0,true,16.0,false,0,false,0,false,0,
Sprinklers turned OFF,14865,10,7,45,18.64,2,Corn,10,5,true,true,true,151.49,37.29,Off,41.08,On,473.66,true,18.0,true,16.0,false,0,false,0,false,0,
